OTU,kingdom,phylum,class,order,family,genus,species
OTU6952,Bacteria,Patescibacteria,c__Parcubacteria,o__unclassified_c__Parcubacteria,f__unclassified_c__Parcubacteria,g__unclassified_c__Parcubacteria,s__unclassified_c__Parcubacteria
OTU6953,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__norank_o__Rhizobiales,g__norank_f__norank_o__Rhizobiales,s__uncultured_bacterium_g__norank_f__norank_o__Rhizobiales
OTU6954,Bacteria,Armatimonadota,c__Chthonomonadetes,o__Chthonomonadales,f__norank_o__Chthonomonadales,g__norank_f__norank_o__Chthonomonadales,s__uncultured_bacterium_g__norank_f__norank_o__Chthonomonadales
OTU6955,Bacteria,Chloroflexi,c__Dehalococcoidia,o__S085,f__norank_o__S085,g__norank_f__norank_o__S085,s__unclassified_g__norank_f__norank_o__S085
OTU6956,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas_caviae
OTU6957,Bacteria,Armatimonadota,c__Chthonomonadetes,o__Chthonomonadales,f__Chthonomonadaceae,g__Chthonomonas,s__uncultured_bacterium_g__Chthonomonas
OTU6958,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__WWH38,g__norank_f__WWH38,s__uncultured_bacterium_g__norank_f__WWH38
OTU6959,Bacteria,Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__uncultured_Planctomyces_sp._g__norank
OTU696,Bacteria,Acidobacteriota,c__Blastocatellia,o__11-24,f__norank_o__11-24,g__norank_f__norank_o__11-24,s__uncultured_Acidobacteria_bacterium_g__norank_f__norank_o__11-24
OTU6960,Bacteria,Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__uncultured_bacterium_g__Nocardioides
OTU6961,Bacteria,Actinobacteriota,c__Actinobacteria,o__unclassified_c__Actinobacteria,f__unclassified_c__Actinobacteria,g__unclassified_c__Actinobacteria,s__unclassified_c__Actinobacteria
OTU6962,Bacteria,Abditibacteriota,c__Abditibacteria,o__Abditibacteriales,f__Abditibacteriaceae,g__Abditibacterium,s__unclassified_g__Abditibacterium
OTU6963,Bacteria,Cyanobacteria,c__Sericytochromatia,o__norank_c__Sericytochromatia,f__norank_o__norank_c__Sericytochromatia,g__norank_f__norank_o__norank_c__Sericytochromatia,s__unclassified_g__norank_f__norank_o__norank_c__Sericytochromatia
OTU6964,Bacteria,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__norank_f__Microscillaceae,s__unclassified_g__norank_f__Microscillaceae
OTU6965,Bacteria,Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__unclassified_g__norank_f__norank_o__Gaiellales
OTU6966,Bacteria,Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__possible_genus_04,s__uncultured_bacterium_g__possible_genus_04
OTU6968,Bacteria,Elusimicrobiota,c__Lineage_IIb,o__norank_c__Lineage_IIb,f__norank_o__norank_c__Lineage_IIb,g__norank_f__norank_o__norank_c__Lineage_IIb,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Lineage_IIb
OTU6969,Bacteria,Cyanobacteria,c__Sericytochromatia,o__norank_c__Sericytochromatia,f__norank_o__norank_c__Sericytochromatia,g__norank_f__norank_o__norank_c__Sericytochromatia,s__uncultured_soil_bacterium_g__norank_f__norank_o__norank_c__Sericytochromatia
OTU697,Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__unclassified_g__Flavobacterium
OTU6970,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas_sp._MYb57
OTU6971,Bacteria,Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__Neochlamydia,s__unclassified_g__Neochlamydia
OTU6972,Bacteria,Acidobacteriota,c__Holophagae,o__Subgroup_7,f__norank_o__Subgroup_7,g__norank_f__norank_o__Subgroup_7,s__uncultured_Acidobacteria_bacterium_g__norank_f__norank_o__Subgroup_7
OTU6973,Bacteria,Patescibacteria,c__Dojkabacteria,o__norank_c__Dojkabacteria,f__norank_o__norank_c__Dojkabacteria,g__norank_f__norank_o__norank_c__Dojkabacteria,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Dojkabacteria
OTU6974,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__Gemmatimonadetes_bacterium_WY71
OTU6975,Bacteria,Cyanobacteria,c__Sericytochromatia,o__norank_c__Sericytochromatia,f__norank_o__norank_c__Sericytochromatia,g__norank_f__norank_o__norank_c__Sericytochromatia,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Sericytochromatia
OTU6976,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank_f__SC-I-84,s__uncultured_bacterium_g__norank_f__SC-I-84
OTU6977,Bacteria,Myxococcota,c__bacteriap25,o__norank_c__bacteriap25,f__norank_o__norank_c__bacteriap25,g__norank_f__norank_o__norank_c__bacteriap25,s__metagenome_g__norank_f__norank_o__norank_c__bacteriap25
OTU6978,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__LD29,s__unclassified_g__LD29
OTU6979,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__unclassified_g__Bdellovibrio
OTU698,Bacteria,Chloroflexi,c__unclassified_p__Chloroflexi,o__unclassified_p__Chloroflexi,f__unclassified_p__Chloroflexi,g__unclassified_p__Chloroflexi,s__unclassified_p__Chloroflexi
OTU6981,Bacteria,Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__uncultured_bacterium_g__norank_f__norank_o__0319-6G20
OTU6982,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__norank_f__Vermiphilaceae,s__uncultured_soil_bacterium_g__norank_f__Vermiphilaceae
OTU6983,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria
OTU6984,Bacteria,Elusimicrobiota,c__Lineage_IIb,o__norank_c__Lineage_IIb,f__norank_o__norank_c__Lineage_IIb,g__norank_f__norank_o__norank_c__Lineage_IIb,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Lineage_IIb
OTU6985,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__Babeliaceae,g__norank_f__Babeliaceae,s__uncultured_bacterium_g__norank_f__Babeliaceae
OTU6986,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria
OTU6987,Bacteria,Cyanobacteria,c__Vampirivibrionia,o__Obscuribacterales,f__Obscuribacteraceae,g__norank_f__Obscuribacteraceae,s__uncultured_bacterium_g__norank_f__Obscuribacteraceae
OTU6988,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU6989,Bacteria,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__unclassified_g__norank_f__67-14
OTU699,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__unclassified_f__Xanthobacteraceae,s__unclassified_f__Xanthobacteraceae
OTU6990,Bacteria,NB1-j,c__norank_p__NB1-j,o__norank_c__norank_p__NB1-j,f__norank_o__norank_c__norank_p__NB1-j,g__norank_f__norank_o__norank_c__norank_p__NB1-j,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__NB1-j
OTU6991,Bacteria,Patescibacteria,c__Parcubacteria,o__norank_c__Parcubacteria,f__norank_o__norank_c__Parcubacteria,g__norank_f__norank_o__norank_c__Parcubacteria,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Parcubacteria
OTU6992,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__Microvirga_ossetica
OTU6993,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
OTU6994,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhizobacter,s__uncultured_bacterium_g__Rhizobacter
OTU6995,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__norank_f__Ilumatobacteraceae,s__uncultured_bacterium_g__norank_f__Ilumatobacteraceae
OTU6996,Bacteria,Acidobacteriota,c__Blastocatellia,o__11-24,f__norank_o__11-24,g__norank_f__norank_o__11-24,s__unclassified_g__norank_f__norank_o__11-24
OTU6997,Bacteria,Myxococcota,c__Polyangia,o__Blfdi19,f__norank_o__Blfdi19,g__norank_f__norank_o__Blfdi19,s__metagenome_g__norank_f__norank_o__Blfdi19
OTU6999,Bacteria,Chloroflexi,c__Anaerolineae,o__unclassified_c__Anaerolineae,f__unclassified_c__Anaerolineae,g__unclassified_c__Anaerolineae,s__unclassified_c__Anaerolineae
OTU7,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Craurococcus-Caldovatus,s__unclassified_g__Craurococcus-Caldovatus
OTU70,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_soil_bacterium_g__Bdellovibrio
OTU700,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio
OTU7000,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU7001,Bacteria,Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__unclassified_g__norank_f__norank_o__0319-6G20
OTU7002,Bacteria,Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__uncultured_bacterium_g__Singulisphaera
OTU7003,Bacteria,Patescibacteria,c__Gracilibacteria,o__Candidatus_Peribacteria,f__norank_o__Candidatus_Peribacteria,g__norank_f__norank_o__Candidatus_Peribacteria,s__uncultured_bacterium_g__norank_f__norank_o__Candidatus_Peribacteria
OTU7004,Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__unclassified_g__Mucilaginibacter
OTU7005,Bacteria,Chloroflexi,c__Dehalococcoidia,o__SAR202_clade,f__norank_o__SAR202_clade,g__norank_f__norank_o__SAR202_clade,s__uncultured_bacterium_g__norank_f__norank_o__SAR202_clade
OTU7006,Bacteria,Acidobacteriota,c__Blastocatellia,o__11-24,f__norank_o__11-24,g__norank_f__norank_o__11-24,s__unclassified_g__norank_f__norank_o__11-24
OTU7007,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
OTU7008,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae
OTU7009,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Edaphobaculum,s__uncultured_bacterium_g__Edaphobaculum
OTU701,Bacteria,Armatimonadota,c__norank_p__Armatimonadota,o__norank_c__norank_p__Armatimonadota,f__norank_o__norank_c__norank_p__Armatimonadota,g__norank_f__norank_o__norank_c__norank_p__Armatimonadota,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__Armatimonadota
OTU7010,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__metagenome_g__Bdellovibrio
OTU7011,Bacteria,Patescibacteria,c__Berkelbacteria,o__norank_c__Berkelbacteria,f__norank_o__norank_c__Berkelbacteria,g__norank_f__norank_o__norank_c__Berkelbacteria,s__Candidatus_Berkelbacteria_bacterium_CG2_30_43_20
OTU7012,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__metal-contaminated_soil_clone_K20-27
OTU7013,Bacteria,Planctomycetota,c__Planctomycetes,o__norank_c__Planctomycetes,f__norank_o__norank_c__Planctomycetes,g__norank_f__norank_o__norank_c__Planctomycetes,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Planctomycetes
OTU7014,Bacteria,Armatimonadota,c__Chthonomonadetes,o__Chthonomonadales,f__Chthonomonadaceae,g__Chthonomonas,s__uncultured_Armatimonadetes_bacterium_g__Chthonomonas
OTU7015,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__Methylobacterium_brachiatum
OTU7016,Bacteria,Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank_f__Caldilineaceae,s__unclassified_g__norank_f__Caldilineaceae
OTU7017,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae
OTU7018,Bacteria,Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g__RB41
OTU7019,Bacteria,Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__norank_f__Ktedonobacteraceae,s__uncultured_bacterium_g__norank_f__Ktedonobacteraceae
OTU702,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__unclassified_g__Aquicella
OTU7020,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
OTU7021,Bacteria,Chloroflexi,c__JG30-KF-CM66,o__norank_c__JG30-KF-CM66,f__norank_o__norank_c__JG30-KF-CM66,g__norank_f__norank_o__norank_c__JG30-KF-CM66,s__uncultured_Chloroflexi_bacterium_g__norank_f__norank_o__norank_c__JG30-KF-CM66
OTU7022,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__Ilumatobacter,s__unclassified_g__Ilumatobacter
OTU7023,Bacteria,Sumerlaeota,c__Sumerlaeia,o__Sumerlaeales,f__Sumerlaeaceae,g__Sumerlaea,s__uncultured_Acidobacteria_bacterium_g__Sumerlaea
OTU7024,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU7025,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__unclassified_g__Aquicella
OTU7026,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__uncultured_Candidatus_Saccharibacteria_bacterium_g__norank_f__norank
OTU7027,Bacteria,Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__Litorilinea,s__unclassified_g__Litorilinea
OTU7028,Bacteria,Chloroflexi,c__Ktedonobacteria,o__C0119,f__norank_o__C0119,g__norank_f__norank_o__C0119,s__uncultured_bacterium_g__norank_f__norank_o__C0119
OTU7029,Bacteria,Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Tenggerimyces,s__unclassified_g__Tenggerimyces
OTU703,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__norank_f__A4b,s__uncultured_bacterium_g__norank_f__A4b
OTU7030,Bacteria,Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank_f__Anaerolineaceae,s__uncultured_bacterium_g__norank_f__Anaerolineaceae
OTU7031,Bacteria,Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_f__norank_o__Candidatus_Kaiserbacteria,s__uncultured_bacterium_g__norank_f__norank_o__Candidatus_Kaiserbacteria
OTU7032,Bacteria,Planctomycetota,c__Planctomycetes,o__norank_c__Planctomycetes,f__norank_o__norank_c__Planctomycetes,g__norank_f__norank_o__norank_c__Planctomycetes,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Planctomycetes
OTU7033,Bacteria,Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Subtercola,s__unclassified_g__Subtercola
OTU7034,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
OTU7035,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU7036,Bacteria,Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__uncultured_bacterium_g__norank_f__norank_o__Gaiellales
OTU7037,Bacteria,Chloroflexi,c__Ktedonobacteria,o__C0119,f__norank_o__C0119,g__norank_f__norank_o__C0119,s__uncultured_candidate_division_SAM_bacterium
OTU7038,Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__env.OPS_17,g__norank_f__env.OPS_17,s__uncultured_bacterium_g__norank_f__env.OPS_17
OTU7039,Bacteria,Sumerlaeota,c__Sumerlaeia,o__Sumerlaeales,f__Sumerlaeaceae,g__Sumerlaea,s__unclassified_g__Sumerlaea
OTU704,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__norank_f__Ilumatobacteraceae,s__uncultured_bacterium_g__norank_f__Ilumatobacteraceae
OTU7040,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__norank_f__A4b,s__uncultured_bacterium_g__norank_f__A4b
OTU7041,Bacteria,Firmicutes,c__Bacilli,o__Entomoplasmatales,f__type_III,g__norank_f__type_III,s__uncultured_Mollicutes_bacterium_g__norank
OTU7042,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__WWH38,g__norank_f__WWH38,s__unclassified_g__norank_f__WWH38
OTU7043,Bacteria,Patescibacteria,c__Gracilibacteria,o__Candidatus_Peribacteria,f__norank_o__Candidatus_Peribacteria,g__norank_f__norank_o__Candidatus_Peribacteria,s__uncultured_bacterium_g__norank_f__norank_o__Candidatus_Peribacteria
OTU7044,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__uncultured_bacterium_g__Steroidobacter
OTU7045,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU7047,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Roseisolibacter,s__uncultured_bacterium_g__Roseisolibacter
OTU7048,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae
OTU7049,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__uncultured_Candidatus_Saccharibacteria_bacterium_g__norank_f__LWQ8
OTU705,Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__norank_f__NS11-12_marine_group,s__unclassified_g__norank_f__NS11-12_marine_group
OTU7050,Bacteria,Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__norank_o__Kapabacteriales,g__norank_f__norank_o__Kapabacteriales,s__uncultured_bacterium_g__norank_f__norank_o__Kapabacteriales
OTU7051,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__unclassified_g__Gemmatimonas
OTU7052,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__unclassified_o__Saccharimonadales,g__unclassified_o__Saccharimonadales,s__unclassified_o__Saccharimonadales
OTU7053,Bacteria,Armatimonadota,c__norank_p__Armatimonadota,o__norank_c__norank_p__Armatimonadota,f__norank_o__norank_c__norank_p__Armatimonadota,g__norank_f__norank_o__norank_c__norank_p__Armatimonadota,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__Armatimonadota
OTU7054,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Bordetella,s__Bordetella_bronchialis
OTU7055,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank_f__Chitinophagaceae,s__unclassified_g__norank_f__Chitinophagaceae
OTU7056,Bacteria,Myxococcota,c__Polyangia,o__Polyangiales,f__Sandaracinaceae,g__norank_f__Sandaracinaceae,s__uncultured_Polyangiaceae_bacterium_g__norank_f__Sandaracinaceae
OTU7057,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__unclassified_g__Legionella
OTU7058,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__unclassified_g__Legionella
OTU7059,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio
OTU706,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__norank_f__A4b,s__metagenome_g__norank_f__A4b
OTU7060,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__metagenome_g__norank_f__JG30-KF-CM45
OTU7061,Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__norank_f__NS11-12_marine_group,s__uncultured_bacterium_g__norank_f__NS11-12_marine_group
OTU7062,Bacteria,Bdellovibrionota,c__Oligoflexia,o__Oligoflexales,f__norank_o__Oligoflexales,g__norank_f__norank_o__Oligoflexales,s__uncultured_bacterium_g__norank_f__norank_o__Oligoflexales
OTU7063,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__uncultured_Caldilineaceae_bacterium_g__norank_f__norank_o__SBR1031
OTU7064,Bacteria,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Solirubrobacter,s__unclassified_g__Solirubrobacter
OTU7065,Bacteria,Armatimonadota,c__norank_p__Armatimonadota,o__norank_c__norank_p__Armatimonadota,f__norank_o__norank_c__norank_p__Armatimonadota,g__norank_f__norank_o__norank_c__norank_p__Armatimonadota,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__Armatimonadota
